delito,diasem,mes,tipov,longitud,latitud
2291,2,12,8,4,-71.3828276,-33.0456867
2292,3,12,0,1,-71.5694837,-33.0653505
2293,3,12,7,1,-71.5518545,-33.0263663
2294,3,12,12,1,-71.4315821,-33.0552689
2295,3,12,20,5,-71.4812528,-33.0305494
2296,3,12,21,1,-71.3642317,-33.0438446
2297,4,12,1,3,-71.2393637,-33.0282964
2298,4,12,22,1,-71.2593669,-33.0061909
2299,5,12,0,4,-109.349576,-27.1259593
2300,5,12,2,4,-71.3957414,-33.042561
2301,5,12,3,4,-71.6076804,-33.597822
2302,5,12,7,4,-71.2344883,-32.8644455
2303,5,12,8,3,-71.3911699,-33.0615177
2304,5,12,21,2,-71.5994453,-33.583208
2305,5,12,23,3,-71.5412646,-33.0204174
2306,7,12,4,1,-71.2149367,-32.7844756
2307,7,12,11,1,-71.4313676,-33.0593517
2308,7,12,23,2,-71.541883,-33.0239619
2309,1,12,0,1,-71.6078581,-33.6192932
2310,1,12,21,1,-71.5105005,-32.9201027
2311,2,12,13,2,-71.5444143,-32.9584665
2312,2,12,13,6,-70.731435,-32.7583009
2313,2,12,14,1,-71.3740125,-33.0562222
2314,2,12,15,1,-71.5437497,-33.0098837
2315,2,12,17,1,-71.5341096,-33.0317099
2316,2,12,19,1,-71.4778148,-32.7167344
2317,2,12,22,4,-71.5389033,-32.9546785
2318,2,12,22,2,-71.5968991,-33.0372562
2319,3,12,0,1,-71.6073115,-33.5640877
2320,3,12,3,6,-71.6156101,-33.0523029
2321,3,12,8,2,-71.4384458,-33.0578538
2322,3,12,8,1,-70.612329,-32.8406229
2323,3,12,11,2,-71.5449476,-32.9384849
2324,3,12,11,6,-71.4067312,-32.7306887
2325,3,12,20,6,-71.5299815,-33.5683125
2326,3,12,21,2,-71.6436696,-33.0569265
2327,3,12,22,2,-71.5045382,-32.7932088
2328,4,12,4,1,-71.6660993,-33.3728045
2329,4,12,9,6,-71.4067312,-32.7306887
2330,4,12,14,1,-71.5471794,-32.9851934
2331,4,12,22,1,-71.5675244,-33.0236723
2332,4,12,23,1,-71.145221,-32.8000578
2333,5,12,6,1,-70.5964248,-32.8299854
2334,5,12,7,1,-70.6005248,-32.8273803
2335,5,12,9,1,-71.6130322,-33.0465672
2336,5,12,18,1,-71.5711042,-33.1180658
2337,5,12,20,3,-71.6443298,-33.0446405
2338,5,12,22,1,-71.2389189,-32.8670508
2339,5,12,22,2,-71.1953821,-32.7846253
2340,5,12,22,1,-71.260217,-32.8904111
2341,5,12,23,2,-71.51148,-32.9958077
2342,6,12,0,2,-71.5630464,-33.0283334
2343,6,12,1,1,-71.3921978,-33.0501302
2344,6,12,3,1,-71.2044992,-32.7850866
2345,6,12,8,1,-71.6303379,-33.0364395
2346,6,12,9,3,-71.5286203,-32.7832013
2347,6,12,14,1,-71.5389033,-32.9546785
2348,6,12,22,1,-71.5763674,-33.0577113
2349,7,12,2,3,-71.3735501,-33.0424859
2350,7,12,2,1,-70.7363197,-32.743215
2351,7,12,4,1,-71.515625,-32.9276876
2352,7,12,8,2,-71.4728698,-33.0428649
2353,7,12,18,1,-71.6132377,-33.5808615
2354,7,12,19,4,-70.731435,-32.7583009
2355,7,12,23,3,-71.531633,-33.0340976
2356,1,12,0,2,-71.5077349,-32.9206228
2357,1,12,1,2,-71.3642786,-33.0660092
2358,1,12,8,1,-71.5025955,-32.788977
2359,1,12,10,1,-71.5412646,-33.0204174
2360,1,12,20,1,-71.2753573,-32.9928071
2361,2,12,0,1,-71.5469288,-33.0221567
2362,2,12,3,2,-71.5334997,-32.9821661
2363,2,12,7,2,-71.5043975,-33.0221895
2364,2,12,9,1,-71.5286203,-32.7832013
2365,2,12,11,2,-71.4242109,-32.9277339
2366,2,12,23,1,-70.5795964,-32.834465
2367,3,12,9,6,-71.5479946,-33.0400956
2368,3,12,20,3,-71.547998,-33.0422645
2369,4,12,1,3,-71.5784124,-33.04716
2370,4,12,3,2,-71.5384701,-32.9508514
2371,4,12,17,1,-71.531559,-32.9713741
2372,4,12,22,2,-71.545492,-32.9530882
2373,5,12,1,5,-71.5392361,-32.9773258
2374,5,12,3,1,-70.609911,-32.8283886
2375,5,12,7,1,-71.5818673,-33.0376601
2376,5,12,23,1,-71.4156285,-33.0491821
2377,6,12,19,1,-71.5830879,-33.0458732
2378,6,12,22,1,-71.2303432,-32.8182375
2379,6,12,22,1,-71.3591215,-33.0424772
2380,7,12,2,1,-71.6296669,-33.0344513
2381,7,12,3,1,-71.6132377,-33.5808615
2382,7,12,13,2,-71.4182547,-33.0463752
2383,7,12,19,1,-71.2644805,-32.8796074
2384,7,12,21,3,-71.4390419,-33.0533474
2385,7,12,22,2,-71.5009266,-32.9964437
2386,1,12,2,1,-71.5293528,-33.0378841
2387,1,12,4,1,-71.4396961,-33.0474558
2388,1,12,7,1,-71.4880451,-33.0330057
2389,1,12,16,2,-71.1843363,-32.7781416
2390,1,12,19,1,-71.4778148,-32.7167344
2391,1,12,20,2,-71.4983718,-33.0235874
2392,2,12,4,2,-71.6183421,-33.6057734
2393,2,12,11,2,-71.545492,-32.9530882
2394,2,12,18,1,-70.5997191,-32.8264825
2395,2,12,22,3,-71.530369,-32.9343444
2396,2,12,23,2,-71.5176469,-32.9971404
2397,3,12,3,1,-71.6235262,-33.0505978
2398,3,12,5,3,-71.5417948,-32.9322166
2399,3,12,8,1,-71.2431117,-32.8866927
2400,3,12,18,1,-71.605043,-33.5536616
2401,3,12,19,5,-70.6095572,-32.829607
2402,4,12,12,1,-71.5146696,-33.0225865
2403,4,12,14,1,-70.624817,-32.8599652
2404,4,12,22,1,-71.6301169,-33.0396334
2405,5,12,4,1,-71.6390095,-33.0267473
2406,5,12,20,1,-71.5407509,-32.9449176
2407,5,12,22,1,-71.4557796,-33.044939
2408,6,12,0,1,-71.5518545,-33.0263663
2409,6,12,0,6,-71.6012523,-33.048819
2410,6,12,2,1,-71.370949,-33.0517289
2411,6,12,3,1,-71.6945532,-33.3983127
2412,6,12,3,3,-71.5663905,-33.0210915
2413,6,12,5,1,-71.5987803,-33.0575619
2414,7,12,0,5,-71.546654,-33.0115857
2415,7,12,1,3,-71.5402595,-32.9410994
2416,7,12,3,2,-71.5362463,-32.9806613
2417,7,12,12,5,-71.4290603,-33.0478464
2418,7,12,17,1,-71.497532,-32.9211009
2419,1,12,0,1,-71.6103658,-33.5541346
2420,1,12,1,6,-71.285034,-32.4478785
2421,1,12,1,6,-71.4778148,-32.7167344
2422,1,12,8,1,-71.26577,-32.7621698
2423,1,12,13,1,-71.4751503,-32.9952029
2424,1,12,17,2,-71.2445136,-32.8945736
2425,1,12,23,1,-71.5425219,-32.9632013
2426,2,12,1,2,-71.5229298,-33.0332896
2427,2,12,2,2,-71.5392361,-32.9773258
2428,2,12,6,1,-71.6856802,-33.3976876
2429,2,12,7,6,-71.6183421,-33.6057734
2430,2,12,7,2,-71.5248768,-32.9709877
2431,2,12,9,2,-71.5150466,-33.0367512
2432,2,12,12,1,-71.5077349,-32.9206228
2433,2,12,13,1,-71.4448906,-33.0573365
2434,2,12,17,1,-70.599434,-32.8350955
2435,2,12,23,1,-70.5948816,-32.8341016
2436,2,12,23,1,-71.3827296,-33.0523446
2437,3,12,0,6,-71.2344245,-32.8605008
2438,3,12,2,1,-71.2188721,-32.8595473
2439,3,12,21,1,-71.6074600,-33.5947300
2440,3,12,22,1,-70.5949835,-32.8544153
